schema_version,timestamp,run_id,t_s,t_ttdyn,rho_c,rho_c_ic,dev_pct,damping_end_time_ttdyn,damping_ramp_start_ttdyn,cause_status,caveat
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.658566666,6.013521839130107,920963602.0,1000000000.0,-7.9036398,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.668221671,6.048528320699181,920909966.2,1000000000.0,-7.909003379999995,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.677876771,6.083535146713002,920859967.8,1000000000.0,-7.914003220000005,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.68753196,6.118542295417165,920813333.4,1000000000.0,-7.918666660000002,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.697187231,6.153549741431529,920769858.3,1000000000.0,-7.923014170000004,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.70684258,6.188557470253159,920729485.7,1000000000.0,-7.927051429999995,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.716498001,6.2235654601276496,920692296.3,1000000000.0,-7.930770370000005,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.726153487,6.258573685674861,920658427.4,1000000000.0,-7.934157260000002,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.735809034,6.293582132391858,920627977.4,1000000000.0,-7.937202260000002,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.745464635,6.328590774898499,920600945.1,1000000000.0,-7.939905489999998,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.7551202840000002,6.363599591440382,920577228.5,1000000000.0,-7.94227715,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.7647759749999998,6.398608560263098,920556487.3,1000000000.0,-7.944351270000005,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.774431703,6.433617663237981,920539021.5,1000000000.0,-7.94609785,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
1,2026-07-29T12:06:38.701142+00:00,prerelax_v1_extended_damping,1.784087462,6.468626878610621,920525140.9,1000000000.0,-7.947485910000002,20.0,18.0,"CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started.","CONFIRMED (A): damping was masking a pure numerical instability in castro.use_pslope=1 + grav_source_type=4 -- collapse onset tracks damping ramp-off time, not rho_c level. Discriminating test: prerelax_v2_earlyramp (ramp-off at t/t_dyn~6, rho_c still at -7.6%, collapse begins within ~1.5 t_dyn of ramp-off) vs. prerelax_v1_extended_damping (ramp-off at t/t_dyn~20, rho_c at +9.5%, collapse begins then). Hypothesis (B) (drift-to-threshold) ruled out: rho_c had NOT climbed before the second run's collapse started."
